City,Hotel Name,Address,NandA,Overall Rating,Review Rating,Date,Title,Review,Negative,Neutral,Positive,Compound
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,9.6," February 20, 2021",10th wedding anniversary,"I booked at Dorsett Singapore for my 10th wedding anniversary.. they suprised me with a cake, drawing on the mirror to wish me & my hubby a happy wedding anniversary and also a heart-spade swan decoration on the bed.. We are so pleased.. it makes our anniversary more unforgettable.. Thank you so much for making our stay a pleasant one.",0.0,0.751,0.249,0.9453
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,9.2," February 18, 2021",Best 4 star hotel ever,Everything is good here,0.0,0.508,0.492,0.4404
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,9.6," February 16, 2021",Exceptional,Lift guide May improve as 1st time guest will dun noe there is the scan over the lift button,0.0,0.861,0.139,0.4404
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,7.2," February 15, 2021",Cheap Getaway with MRT Access,"Even when it rained, we were able to get back to the hotel without getting wet. The room was small and on a low level but the price was affordable. Bed was comfy and pillow was extremely comfortable but carpets were badly stained.",0.115,0.786,0.099,0.0489
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,8.8," February 15, 2021",Wonderful experience!,Every single employee of this hotel greets you every time they see you. Received late checkout courtesy of the front desk as I had to wait for awhile for my room to be ready. Love the facilities and the room. Definitely will come back again.,0.0,0.743,0.257,0.91
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,10.0," February 14, 2021",Exceptional,Love the room & my favorite choice whenever I drop by Chinatown for Staycation,0.115,0.492,0.393,0.7269
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,8.0," February 14, 2021",Good stay ,"Generally, it’s a good stay for a night, but it could be better. Few situations happened like: upon checking in the room - a lady that appears to be from housekeeping checking if everything is okay but before that, she knocked 1s, I replied and then she attempted to open the door without waiting for me to open the door, her act was certainly wrong; requested additional 2 pillows since they provide only 2 but only 1 delivered, anyhow that’s okay; in the following morning a boy from housekeeping asked if the room needs housekeeping, I declined because will checkout soon, however, as I came back from breakfast the room was done (thanks anyway for the hard work). The mattress is old but still in good condition , cleanliness is very good, pleasant staffs and adjacent to Outram mrt station.",0.037,0.748,0.215,0.9809
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,9.2," February 14, 2021",Good,Value for money,0.0,0.455,0.545,0.34
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,6.0," February 13, 2021",Above average,Nil,0.0,1.0,0.0,0.0
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,9.6," February 13, 2021",WORTH THE MONEY,If you want to have a QUICK BREATHER don’t hesitate to book Dorsett. It is a good hotel with a good facilities. Staff are very nice ensuring that our stay is hustle free. A place that is worth the money. The environment is quite and cozy specially the room. Hotel is just 2mins walk from Outram park mrt station. Bus stop is just near by and restaurants too. Will definitely recommend Dorsett Singapore to my friends 💛.,0.048,0.664,0.288,0.9627
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,7.2," February 12, 2021",Cleaniness Needed,"I checked in first night Feb 4th and I found ants running around on basin, window and bed as well. This is terrible and hotel room cleaning is definitely need to mark up.",0.086,0.78,0.134,0.1779
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,9.2," February 10, 2021",Quick Staycation Room 912,"Location: Right above the Outram Park mrt station. With a sort of dedicated route to the hotel via an elevator from right inside the station. Very convenient. Hotel room: Size is not that spacious but still okay at 22m2 as per its website for the basic room. Our booked King bed was actually 2 singles merged into one. Minus a point for not informing us at the reception. Overall room is clean. Bathroom/toilet is very small. First time I ever got ""damaged"" twice while in the toilet during my shower. First my right hand swung onto the bath soap tray during shower and while drying myself outside the shower my back knocked against the metal sharp end of the shower door handle. Fortunately it was not that hard that would cause a deep painful bruise. Lastly the toilet door was not working as well. Staff: I have no issues with anyone. Everyone was very efficient and helpful. Due to the SG Clean status of this hotel, the various procedures to ensure everyone's safety from the pandemic were not that inconvenient at all. Sound out to the front office staffs from Rachel who checked us in as well as the entrance lady who'd explained clearly what we needed to do to enter the hotel premises daily. Facilities: The swimming pool was quite nice. We were only allowed an hour daily and the added step to appear at the front desk just to collect the card pass was slightly inconvenient. Would it not be more useful to allow this set hour to be programmed into our hotel room cards instead of needing to go physically collect it at the reception when using the pool? Another minus half point. Summary: We would come back if we need to go Chinatown again and when the price is as good as what we got.",0.052,0.8,0.147,0.9866
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,10.0," February 08, 2021",Exceptional,"Good location, near chinatown. Clean.",0.0,0.349,0.651,0.6808
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,8.0," February 08, 2021",Offer Price,"Offer price, worth to stay. Check in a little bit slow. Location near chinatown, nearby chinatown hawker and market. Carpark need to purchase coupon @$12 per entry.",0.0,0.929,0.071,0.2263
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,10.0," February 07, 2021",Awesome service and near to MRT,It is very accessible to MRT and within walking distance! The staffs are very very friendly and polite! I booked this very last minute for my boyfriend’s birthday and I requested for early check-in and they accepted my request. Room view is great with city view though it’s not on high level. Very happy with our stay! I will def come back again!,0.0,0.8,0.2,0.9321
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,8.4," February 07, 2021",Peaceful stay ,I was assigned a check in time but couldn't make it and would be late so I called their reservation line and was very surprised by how fast they picked up my phone call! The ladies (I've made several calls) were very pleasant over the phone. The hotel is located very conveniently above Outran MRT and there is a lift that leads to B1 of the MRT. Room is a little small but nonetheless it's clean and cosy for 1 night. Will definitely come back again when I'm burnt out and needed some time away from home!,0.0,0.855,0.145,0.9411
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,9.6," February 06, 2021",Comfortable and clean,Love it will come back!!,0.0,0.488,0.512,0.6369
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,8.4," February 06, 2021","Nice clean hotel, but not for drivers","If you drive, be warned hotel car park is not included and is very expensive.",0.13,0.87,0.0,-0.2732
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,8.0," February 06, 2021",Generally okay,"Nice, clean and spacious room. But aircon control doesn't work, it was freezing cold",0.098,0.673,0.229,0.2846
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,8.0," February 05, 2021",Stay was ok ,Slow customer service. Never answer calls. Not going back,0.0,1.0,0.0,0.0
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,9.2," January 31, 2021",Staycation@Dorsett,"Friendly and helpful staff. Comfortable and clean Splash Room and great location for shopping. Convenient public transport. If only the restaurant was open. Overall, I had a great staycation with my cousin. Thanks to all at Dorsett SG.",0.0,0.557,0.443,0.9723
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,7.6," January 31, 2021",Check in ,"Expected that with time slot arranged to check in for guest will fasten the process of check in. But guess what, from we que till we done the check in, it took 30 mins. The que was so long. Quite disappointed for the waiting time during the check in.",0.094,0.906,0.0,-0.7171
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,10.0," January 31, 2021",Great Location and Value,Room was spacious enough for couples and there was everything you need. I love the rain shower from the high celling. Do note that the toilet doors cannot be lock as there is no lock on it.,0.054,0.842,0.104,0.4588
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,8.8," January 19, 2021","Convenient location, comfortable room","Very convenient location, the entrance to Outram Park MRT station is very close the hotel entrance. Chinatown is only a few bus stops away, Keong Saik Road is only a few minutes away with a lot of restaurant. Room size is adequate with comfortable bedding, strong shower and decent wifi speed. Check-in process is slower than some hotels but overall a pleasant stay.",0.02,0.824,0.156,0.836
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,10.0," January 17, 2021",Relaxing,Had my bday bash with my friend.. they are strict but we understand why. Staff and Managers are really kind and very professional.,0.0,0.746,0.254,0.7986
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,10.0," January 17, 2021",Home away from Home,Had my bday bash with my friend.. they are strict but we understand why. Staff and Managers are really kind and very professional.,0.0,0.746,0.254,0.7986
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,10.0," January 12, 2021",.,.,0.0,0.0,0.0,0.0
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,10.0," January 12, 2021",.,.,0.0,0.0,0.0,0.0
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,9.6," January 11, 2021",Exceptional,Had a satisfying one night stay. The staff were very polite. The Loft is perfect for solo travellers and couples.,0.0,0.717,0.283,0.7717
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,7.6," January 10, 2021",Recommended ,Value for money. but can be better ..,0.0,0.474,0.526,0.6757
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,10.0," January 08, 2021",Good location !,Good location. Comfy and clean room. Staff was friendly. Had a great stay !,0.0,0.383,0.617,0.9169
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,6.4," January 07, 2021",4days 3 night stay ,"This is a four star hotel, but came to my surprise the room feels like a normal hotel, 2 or 3 stars. Cleanliness 8/10 8/10 because the window view facing Cantonment Police HQ panel has loads of dirt and dust. Parking is quite hectic as you will have to pay $12/day by purchasing their one time ticket even when your a hotel guest because the carpark is manned by a third party operator.. What is worst is their carpark lots are so less. Very tight and poorly lit. Drove in at daylight, in the carpark it can be a horror scene. In the end, i parked in open an space public carpark instead, paying $1.20/hr which is much cheaper. Location wise is great as the MRT is just below the hotel and lots of great food for supper nearby. paid half a thousand for 4D3N here, i think i can spend my money somewhere better.",0.087,0.751,0.162,0.9366
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,9.6," January 07, 2021",Great stay,"friendly staff, room are clean. Great stay ! Thank you!",0.0,0.286,0.714,0.91
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,9.2," January 05, 2021",Comfy n nice hotel but ,Purposely book for a bathtub room to stay that night.. but too bad we cant even bath and enjoy the bathtub cuz tat night is too cold plus no hot water supply.. :/ but bed is large and super comfy to sleep all night..,0.137,0.688,0.175,0.4767
Singapore,Dorsett Singapore (SG Clean Certified),"333 New Bridge Road, Chinatown, Singapore, Singapore, 088765","Dorsett Singapore (SG Clean Certified) ;333 New Bridge Road, Chinatown, Singapore, Singapore, 088765",8.3,8.0," January 05, 2021",overall satisfaction ,Good location. easy to find. value for money. the room quite big. the design not bad. but the floor is toilet very slippery as it is marble tile. the surface too smooth.,0.0,0.788,0.212,0.6731
